"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/gold-ui-test-automation/gold-ui-test-automation/python-selenium-pytest-bdd/features/login.feature: A locked-out user is rejected at login","1299","test_a_lockedout_user_is_rejected_at_login","tests.bdd","2026-08-11","passed","2026-08-11","","test_login","",""
"/home/runner/work/gold-ui-test-automation/gold-ui-test-automation/python-selenium-pytest-bdd/features/checkout.feature: problem_user cannot complete checkout because the last name field is broken","11123","test_problem_user_cannot_complete_checkout_because_the_last_name_field_is_broken","tests.bdd","2026-08-11","broken","2026-08-11","","test_checkout","",""
"Happens when pytest runs without `-n` (no xdist workers involved at all, so nothing sets it).","0","test_falls_back_to_worker_0_when_pytest_xdist_worker_is_unset","tests.unit","2026-08-11","passed","2026-08-11","","test_assigned_user","",""
"/home/runner/work/gold-ui-test-automation/gold-ui-test-automation/python-selenium-pytest-bdd/features/login.feature: Successful login with a pooled user","1031","test_successful_login_with_a_pooled_user","tests.bdd","2026-08-11","passed","2026-08-11","","test_login","",""
"","0","test_wraps_around_via_modulo_when_there_are_more_workers_than_pooled_accounts","tests.unit","2026-08-11","passed","2026-08-11","","test_assigned_user","",""
"","0","test_only_ever_returns_checkout_capable_accounts","tests.unit","2026-08-11","passed","2026-08-11","","test_assigned_user","",""
"","0","test_assigns_a_distinct_account_to_each_of_the_pool_sized_worker_ids","tests.unit","2026-08-11","passed","2026-08-11","","test_assigned_user","",""
"/home/runner/work/gold-ui-test-automation/gold-ui-test-automation/python-selenium-pytest-bdd/features/login.feature: Login is rejected for invalid credentials","928","test_login_is_rejected_for_invalid_credentials[standard_user-]","tests.bdd","2026-08-11","passed","2026-08-11","","test_login","",""
"/home/runner/work/gold-ui-test-automation/gold-ui-test-automation/python-selenium-pytest-bdd/features/checkout.feature: Checkout requires a postal code","12131","test_checkout_requires_a_postal_code","tests.bdd","2026-08-11","broken","2026-08-11","","test_checkout","",""
"/home/runner/work/gold-ui-test-automation/gold-ui-test-automation/python-selenium-pytest-bdd/features/cart.feature: Items added to the cart appear on the checkout overview","16086","test_items_added_to_the_cart_appear_on_the_checkout_overview","tests.bdd","2026-08-11","broken","2026-08-11","","test_cart","",""
"/home/runner/work/gold-ui-test-automation/gold-ui-test-automation/python-selenium-pytest-bdd/features/checkout.feature: Complete a purchase of multiple products","3435","test_complete_a_purchase_of_multiple_products[Sauce Labs Backpack-Sauce Labs Bike Light-2]","tests.bdd","2026-08-11","passed","2026-08-11","","test_checkout","",""
"","0","test_is_deterministic_same_worker_id_always_gets_the_same_account","tests.unit","2026-08-11","passed","2026-08-11","","test_assigned_user","",""
"/home/runner/work/gold-ui-test-automation/gold-ui-test-automation/python-selenium-pytest-bdd/features/checkout.feature: Complete a purchase of a single product","22145","test_complete_a_purchase_of_a_single_product","tests.bdd","2026-08-11","broken","2026-08-11","","test_checkout","",""
"/home/runner/work/gold-ui-test-automation/gold-ui-test-automation/python-selenium-pytest-bdd/features/cart.feature: Adding and removing items updates the cart badge","26968","test_adding_and_removing_items_updates_the_cart_badge","tests.bdd","2026-08-11","broken","2026-08-11","","test_cart","",""
"/home/runner/work/gold-ui-test-automation/gold-ui-test-automation/python-selenium-pytest-bdd/features/checkout.feature: Complete a purchase of multiple products","22153","test_complete_a_purchase_of_multiple_products[Sauce Labs Onesie-Sauce Labs Fleece Jacket-2]","tests.bdd","2026-08-11","broken","2026-08-11","","test_checkout","",""
"/home/runner/work/gold-ui-test-automation/gold-ui-test-automation/python-selenium-pytest-bdd/features/login.feature: Login is rejected for invalid credentials","1442","test_login_is_rejected_for_invalid_credentials[<generated>-<generated>]","tests.bdd","2026-08-11","passed","2026-08-11","","test_login","",""
"/home/runner/work/gold-ui-test-automation/gold-ui-test-automation/python-selenium-pytest-bdd/features/login.feature: Login is rejected for invalid credentials","900","test_login_is_rejected_for_invalid_credentials[-secret_sauce]","tests.bdd","2026-08-11","passed","2026-08-11","","test_login","",""
