"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","197","Items added to the cart appear on the checkout overview","","2026-08-03","broken","2026-08-03","","","",""
"","11","Complete a purchase of a single product","","2026-08-03","broken","2026-08-03","","","",""
"","20","Complete a purchase of multiple products","","2026-08-03","broken","2026-08-03","","","",""
"","1244","Login is rejected for invalid credentials","","2026-08-03","passed","2026-08-03","","","",""
"","3","problem_user cannot complete checkout because the last name field is broken","","2026-08-03","broken","2026-08-03","","","",""
"","262","Checkout requires a postal code","","2026-08-03","broken","2026-08-03","","","",""
"","24","Complete a purchase of multiple products","","2026-08-03","broken","2026-08-03","","","",""
"","1977","A locked-out user is rejected at login","","2026-08-03","passed","2026-08-03","","","",""
"","1050","Login is rejected for invalid credentials","","2026-08-03","passed","2026-08-03","","","",""
"","145","Adding and removing items updates the cart badge","","2026-08-03","broken","2026-08-03","","","",""
"","621","Successful login with a pooled user","","2026-08-03","passed","2026-08-03","","","",""
"","1509","Login is rejected for invalid credentials","","2026-08-03","passed","2026-08-03","","","",""
