"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","982","Complete a purchase of multiple products","","2026-09-21","passed","2026-09-21","","","",""
"","975","Complete a purchase of multiple products","","2026-09-21","passed","2026-09-21","","","",""
"","690","Checkout requires a postal code","","2026-09-21","passed","2026-09-21","","","",""
"","1070","Adding and removing items updates the cart badge","","2026-09-21","passed","2026-09-21","","","",""
"","185","Login is rejected for invalid credentials","","2026-09-21","passed","2026-09-21","","","",""
"","203","A locked-out user is rejected at login","","2026-09-21","passed","2026-09-21","","","",""
"","5275","Successful login with a pooled user","","2026-09-21","passed","2026-09-21","","","",""
"","793","Complete a purchase of a single product","","2026-09-21","passed","2026-09-21","","","",""
"","5859","Items added to the cart appear on the checkout overview","","2026-09-21","passed","2026-09-21","","","",""
"","236","Login is rejected for invalid credentials","","2026-09-21","passed","2026-09-21","","","",""
"","235","Login is rejected for invalid credentials","","2026-09-21","passed","2026-09-21","","","",""
"","623","problem_user cannot complete checkout because the last name field is broken","","2026-09-21","passed","2026-09-21","","","",""
