"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","845","Complete a purchase of multiple products","","2026-08-07","passed","2026-08-07","","","",""
"","1141","Adding and removing items updates the cart badge","","2026-08-07","passed","2026-08-07","","","",""
"","238","Login is rejected for invalid credentials","","2026-08-07","passed","2026-08-07","","","",""
"","200","Login is rejected for invalid credentials","","2026-08-07","passed","2026-08-07","","","",""
"","251","Successful login with a pooled user","","2026-08-07","passed","2026-08-07","","","",""
"","5766","Checkout requires a postal code","","2026-08-07","passed","2026-08-07","","","",""
"","759","Complete a purchase of a single product","","2026-08-07","passed","2026-08-07","","","",""
"","219","A locked-out user is rejected at login","","2026-08-07","passed","2026-08-07","","","",""
"","469","problem_user cannot complete checkout because the last name field is broken","","2026-08-07","passed","2026-08-07","","","",""
"","859","Items added to the cart appear on the checkout overview","","2026-08-07","passed","2026-08-07","","","",""
"","1117","Complete a purchase of multiple products","","2026-08-07","passed","2026-08-07","","","",""
"","228","Login is rejected for invalid credentials","","2026-08-07","passed","2026-08-07","","","",""
