"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","427","a form inside a nested frame can be driven end to end","chromium","2026-09-04","passed","2026-09-04","Frames","mechanics/frames.spec.ts","",""
"","343","an unhandled dialog is auto-dismissed rather than blocking the page","chromium","2026-09-04","passed","2026-09-04","Dialogs","mechanics/dialogs.spec.ts","",""
"","203","shows the full navigation and reports no touch support","chromium","2026-09-04","passed","2026-09-04","Desktop layout","mechanics/mobile.spec.ts","",""
"","270","the downloaded bytes can be read and asserted on","chromium","2026-09-04","passed","2026-09-04","Downloads","mechanics/downloads.spec.ts","",""
"","161","a response can be rewritten while still hitting the real endpoint","chromium","2026-09-04","passed","2026-09-04","API mocking","mechanics/network.spec.ts","",""
"","194","the real request can be observed and asserted on","chromium","2026-09-04","passed","2026-09-04","Network interception","mechanics/network.spec.ts","",""
"","163","a file is uploaded from a path on disk","chromium","2026-09-04","passed","2026-09-04","Uploads","mechanics/uploads.spec.ts","",""
"","210","a 500 renders the error state","chromium","2026-09-04","passed","2026-09-04","API mocking","mechanics/network.spec.ts","",""
"","341","a dialog listener can read the message and accept","chromium","2026-09-04","passed","2026-09-04","Dialogs","mechanics/dialogs.spec.ts","",""
"","157","a file is uploaded from an in-memory buffer, with no fixture on disk","chromium","2026-09-04","passed","2026-09-04","Uploads","mechanics/uploads.spec.ts","",""
"","229","an empty catalog renders the empty state","chromium","2026-09-04","passed","2026-09-04","API mocking","mechanics/network.spec.ts","",""
"","297","taps work as touch input rather than mouse clicks","chromium","2026-09-04","passed","2026-09-04","Pixel 7 emulation","mechanics/mobile.spec.ts","",""
"","2067","a slow response leaves the loading state visible","chromium","2026-09-04","passed","2026-09-04","API mocking","mechanics/network.spec.ts","",""
"","202","window.open surfaces as a popup event on the opener","chromium","2026-09-04","passed","2026-09-04","Windows and tabs","mechanics/windows.spec.ts","",""
"","245","a prompt can be answered with text","chromium","2026-09-04","passed","2026-09-04","Dialogs","mechanics/dialogs.spec.ts","",""
"","249","a target=_blank link opens a page on the context","chromium","2026-09-04","passed","2026-09-04","Windows and tabs","mechanics/windows.spec.ts","",""
"","147","passing an empty array clears the selection","chromium","2026-09-04","passed","2026-09-04","Uploads","mechanics/uploads.spec.ts","",""
"","280","emulates touch, pixel ratio and the user agent, not just the width","chromium","2026-09-04","passed","2026-09-04","Pixel 7 emulation","mechanics/mobile.spec.ts","",""
"","242","a route can be blocked outright","chromium","2026-09-04","passed","2026-09-04","Network interception","mechanics/network.spec.ts","",""
"","255","swaps to the compact navigation at a phone viewport","chromium","2026-09-04","passed","2026-09-04","Pixel 7 emulation","mechanics/mobile.spec.ts","",""
"","264","a popup closed by the opener reports as closed","chromium","2026-09-04","passed","2026-09-04","Windows and tabs","mechanics/windows.spec.ts","",""
"","140","several files go to a multiple input at once","chromium","2026-09-04","passed","2026-09-04","Uploads","mechanics/uploads.spec.ts","",""
"","255","dismissing a confirm is what the default behaviour would have done","chromium","2026-09-04","passed","2026-09-04","Dialogs","mechanics/dialogs.spec.ts","",""
"","282","a Content-Disposition attachment raises a download event","chromium","2026-09-04","passed","2026-09-04","Downloads","mechanics/downloads.spec.ts","",""
"","250","a locator does not cross into a frame by itself","chromium","2026-09-04","passed","2026-09-04","Frames","mechanics/frames.spec.ts","",""
"","335","frameLocator chains through nested frames","chromium","2026-09-04","passed","2026-09-04","Frames","mechanics/frames.spec.ts","",""
"","256","a blob-generated download is saved to a chosen path","chromium","2026-09-04","passed","2026-09-04","Downloads","mechanics/downloads.spec.ts","",""
