"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","375","Login is rejected for invalid credentials","","2026-08-03","passed","2026-08-03","","","",""
"","1503","Complete a purchase of multiple products","","2026-08-03","passed","2026-08-03","","","",""
"","1646","Adding and removing items updates the cart badge","","2026-08-03","passed","2026-08-03","","","",""
"","403","A locked-out user is rejected at login","","2026-08-03","passed","2026-08-03","","","",""
"","6665","Items added to the cart appear on the checkout overview","","2026-08-03","passed","2026-08-03","","","",""
"","701","Checkout requires a postal code","","2026-08-03","passed","2026-08-03","","","",""
"","5489","Successful login with a pooled user","","2026-08-03","passed","2026-08-03","","","",""
"","352","Login is rejected for invalid credentials","","2026-08-03","passed","2026-08-03","","","",""
"","970","problem_user cannot complete checkout because the last name field is broken","","2026-08-03","passed","2026-08-03","","","",""
"","1464","Complete a purchase of a single product","","2026-08-03","passed","2026-08-03","","","",""
"","1316","Complete a purchase of multiple products","","2026-08-03","passed","2026-08-03","","","",""
"","6685","error_user cannot remove an item from the cart page","","2026-08-03","failed","2026-08-03","","","",""
"","448","Login is rejected for invalid credentials","","2026-08-03","passed","2026-08-03","","","",""
