"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","775","A locked-out user is rejected at login","","2026-08-18","passed","2026-08-18","","","",""
"","1319","Complete a purchase of multiple products","","2026-08-18","passed","2026-08-18","","","",""
"","331","Login is rejected for invalid credentials","","2026-08-18","passed","2026-08-18","","","",""
"","10972","Checkout requires a postal code","","2026-08-18","broken","2026-08-18","","","",""
"","494","Login is rejected for invalid credentials","","2026-08-18","passed","2026-08-18","","","",""
"","15672","Items added to the cart appear on the checkout overview","","2026-08-18","broken","2026-08-18","","","",""
"","30601","problem_user cannot complete checkout because the last name field is broken","","2026-08-18","broken","2026-08-18","","","",""
"","1687","Complete a purchase of multiple products","","2026-08-18","passed","2026-08-18","","","",""
"","487","Login is rejected for invalid credentials","","2026-08-18","passed","2026-08-18","","","",""
"","1406","Complete a purchase of a single product","","2026-08-18","passed","2026-08-18","","","",""
"","5527","Successful login with a pooled user","","2026-08-18","passed","2026-08-18","","","",""
"","2485","Adding and removing items updates the cart badge","","2026-08-18","passed","2026-08-18","","","",""
