"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10180","problem_user cannot complete checkout because the last name field is broken","","2026-09-17","broken","2026-09-17","","","",""
"","779","A locked-out user is rejected at login","","2026-09-17","passed","2026-09-17","","","",""
"","506","Login is rejected for invalid credentials","","2026-09-17","passed","2026-09-17","","","",""
"","15263","Complete a purchase of multiple products","","2026-09-17","broken","2026-09-17","","","",""
"","1052","Items added to the cart appear on the checkout overview","","2026-09-17","passed","2026-09-17","","","",""
"","720","Login is rejected for invalid credentials","","2026-09-17","passed","2026-09-17","","","",""
"","10913","Complete a purchase of multiple products","","2026-09-17","broken","2026-09-17","","","",""
"","722","Login is rejected for invalid credentials","","2026-09-17","passed","2026-09-17","","","",""
"","10875","Adding and removing items updates the cart badge","","2026-09-17","broken","2026-09-17","","","",""
"","941","Successful login with a pooled user","","2026-09-17","passed","2026-09-17","","","",""
"","15433","Checkout requires a postal code","","2026-09-17","broken","2026-09-17","","","",""
"","10087","Complete a purchase of a single product","","2026-09-17","broken","2026-09-17","","","",""
