"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14861","Complete a purchase of multiple products","","2026-09-18","broken","2026-09-18","","","",""
"","177","Login is rejected for invalid credentials","","2026-09-18","passed","2026-09-18","","","",""
"","10603","Adding and removing items updates the cart badge","","2026-09-18","broken","2026-09-18","","","",""
"","30433","problem_user cannot complete checkout because the last name field is broken","","2026-09-18","broken","2026-09-18","","","",""
"","444","Successful login with a pooled user","","2026-09-18","passed","2026-09-18","","","",""
"","265","Login is rejected for invalid credentials","","2026-09-18","passed","2026-09-18","","","",""
"","612","A locked-out user is rejected at login","","2026-09-18","passed","2026-09-18","","","",""
"","30677","Checkout requires a postal code","","2026-09-18","broken","2026-09-18","","","",""
"","307","Login is rejected for invalid credentials","","2026-09-18","passed","2026-09-18","","","",""
"","30566","Complete a purchase of a single product","","2026-09-18","broken","2026-09-18","","","",""
"","15197","Items added to the cart appear on the checkout overview","","2026-09-18","broken","2026-09-18","","","",""
"","35587","Complete a purchase of multiple products","","2026-09-18","broken","2026-09-18","","","",""
