"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","444","Checkout requires a postal code","","2026-08-03","passed","2026-08-03","","","",""
"","679","Complete a purchase of multiple products","","2026-08-03","passed","2026-08-03","","","",""
"","483","Complete a purchase of a single product","","2026-08-03","passed","2026-08-03","","","",""
"","154","Successful login with a pooled user","","2026-08-03","passed","2026-08-03","","","",""
"","635","Items added to the cart appear on the checkout overview","","2026-08-03","passed","2026-08-03","","","",""
"","167","Login is rejected for invalid credentials","","2026-08-03","passed","2026-08-03","","","",""
"","968","Complete a purchase of multiple products","","2026-08-03","passed","2026-08-03","","","",""
"","6017","Adding and removing items updates the cart badge","","2026-08-03","passed","2026-08-03","","","",""
"","529","problem_user cannot complete checkout because the last name field is broken","","2026-08-03","passed","2026-08-03","","","",""
"","299","A locked-out user is rejected at login","","2026-08-03","passed","2026-08-03","","","",""
"","80","Login is rejected for invalid credentials","","2026-08-03","passed","2026-08-03","","","",""
"","141","Login is rejected for invalid credentials","","2026-08-03","passed","2026-08-03","","","",""
