"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","272","Login is rejected for invalid credentials","","2026-09-10","passed","2026-09-10","","","",""
"","417","Login is rejected for invalid credentials","","2026-09-10","passed","2026-09-10","","","",""
"","484","Successful login with a pooled user","","2026-09-10","passed","2026-09-10","","","",""
"","1237","Complete a purchase of multiple products","","2026-09-10","passed","2026-09-10","","","",""
"","928","problem_user cannot complete checkout because the last name field is broken","","2026-09-10","passed","2026-09-10","","","",""
"","5915","Complete a purchase of a single product","","2026-09-10","passed","2026-09-10","","","",""
"","1566","Complete a purchase of multiple products","","2026-09-10","passed","2026-09-10","","","",""
"","6075","Adding and removing items updates the cart badge","","2026-09-10","passed","2026-09-10","","","",""
"","805","Items added to the cart appear on the checkout overview","","2026-09-10","passed","2026-09-10","","","",""
"","244","Login is rejected for invalid credentials","","2026-09-10","passed","2026-09-10","","","",""
"","1088","Checkout requires a postal code","","2026-09-10","passed","2026-09-10","","","",""
"","324","A locked-out user is rejected at login","","2026-09-10","passed","2026-09-10","","","",""
