"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"As a saucedemo shopper
  I want to log in with my account
  So that I can browse and purchase products","410","Login is rejected for invalid credentials","","2026-09-04","passed","2026-09-04","","","",""
"As a saucedemo shopper
  I want the cart to accurately reflect what I've added or removed
  So that I don't get billed for the wrong items","1087","Adding and removing items updates the cart badge","","2026-09-04","passed","2026-09-04","","","",""
"As a saucedemo shopper
  I want to buy the products in my cart
  So that I receive an order confirmation","1059","Complete a purchase of multiple products","","2026-09-04","passed","2026-09-04","","","",""
"As a saucedemo shopper
  I want to log in with my account
  So that I can browse and purchase products","462","A locked-out user is rejected at login","","2026-09-04","passed","2026-09-04","","","",""
"As a saucedemo shopper
  I want to buy the products in my cart
  So that I receive an order confirmation","954","Complete a purchase of multiple products","","2026-09-04","passed","2026-09-04","","","",""
"As a saucedemo shopper
  I want the cart to accurately reflect what I've added or removed
  So that I don't get billed for the wrong items","5824","Items added to the cart appear on the checkout overview","","2026-09-04","passed","2026-09-04","","","",""
"As a saucedemo shopper
  I want to buy the products in my cart
  So that I receive an order confirmation","1439","Complete a purchase of a single product","","2026-09-04","passed","2026-09-04","","","",""
"As a saucedemo shopper
  I want to log in with my account
  So that I can browse and purchase products","416","Login is rejected for invalid credentials","","2026-09-04","passed","2026-09-04","","","",""
"As a saucedemo shopper
  I want to log in with my account
  So that I can browse and purchase products","424","Login is rejected for invalid credentials","","2026-09-04","passed","2026-09-04","","","",""
"As a saucedemo shopper
  I want to log in with my account
  So that I can browse and purchase products","520","Successful login with an assigned user","","2026-09-04","passed","2026-09-04","","","",""
"As a saucedemo shopper
  I want to buy the products in my cart
  So that I receive an order confirmation","807","Checkout requires a postal code","","2026-09-04","passed","2026-09-04","","","",""
"As a saucedemo shopper
  I want to buy the products in my cart
  So that I receive an order confirmation","867","problem_user cannot complete checkout because the last name field is broken","","2026-09-04","passed","2026-09-04","","","",""
