"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","436","Login is rejected for invalid credentials","","2026-09-15","passed","2026-09-15","","","",""
"","10737","Complete a purchase of multiple products","","2026-09-15","broken","2026-09-15","","","",""
"","10545","problem_user cannot complete checkout because the last name field is broken","","2026-09-15","broken","2026-09-15","","","",""
"","15744","Items added to the cart appear on the checkout overview","","2026-09-15","broken","2026-09-15","","","",""
"","429","Successful login with a pooled user","","2026-09-15","passed","2026-09-15","","","",""
"","15825","Checkout requires a postal code","","2026-09-15","broken","2026-09-15","","","",""
"","741","Login is rejected for invalid credentials","","2026-09-15","passed","2026-09-15","","","",""
"","10786","Complete a purchase of a single product","","2026-09-15","broken","2026-09-15","","","",""
"","10823","Complete a purchase of multiple products","","2026-09-15","broken","2026-09-15","","","",""
"","10563","Adding and removing items updates the cart badge","","2026-09-15","broken","2026-09-15","","","",""
"","496","A locked-out user is rejected at login","","2026-09-15","passed","2026-09-15","","","",""
"","696","Login is rejected for invalid credentials","","2026-09-15","passed","2026-09-15","","","",""
