"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1753","Adding and removing items updates the cart badge","","2026-09-21","passed","2026-09-21","","","",""
"","200","A locked-out user is rejected at login","","2026-09-21","passed","2026-09-21","","","",""
"","10628","Items added to the cart appear on the checkout overview","","2026-09-21","broken","2026-09-21","","","",""
"","273","Login is rejected for invalid credentials","","2026-09-21","passed","2026-09-21","","","",""
"","9751","Complete a purchase of multiple products","","2026-09-21","broken","2026-09-21","","","",""
"","9861","Complete a purchase of multiple products","","2026-09-21","broken","2026-09-21","","","",""
"","36220","Checkout requires a postal code","","2026-09-21","broken","2026-09-21","","","",""
"","355","Login is rejected for invalid credentials","","2026-09-21","passed","2026-09-21","","","",""
"","30704","Complete a purchase of a single product","","2026-09-21","broken","2026-09-21","","","",""
"","479","Login is rejected for invalid credentials","","2026-09-21","passed","2026-09-21","","","",""
"","30697","problem_user cannot complete checkout because the last name field is broken","","2026-09-21","broken","2026-09-21","","","",""
"","498","Successful login with a pooled user","","2026-09-21","passed","2026-09-21","","","",""
