"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","252","Login is rejected for invalid credentials","","2026-08-28","passed","2026-08-28","","","",""
"","804","Complete a purchase of multiple products","","2026-08-28","passed","2026-08-28","","","",""
"","1126","Adding and removing items updates the cart badge","","2026-08-28","passed","2026-08-28","","","",""
"","347","problem_user cannot complete checkout because the last name field is broken","","2026-08-28","passed","2026-08-28","","","",""
"","893","Complete a purchase of multiple products","","2026-08-28","passed","2026-08-28","","","",""
"","271","A locked-out user is rejected at login","","2026-08-28","passed","2026-08-28","","","",""
"","647","Complete a purchase of a single product","","2026-08-28","passed","2026-08-28","","","",""
"","396","Successful login with a pooled user","","2026-08-28","passed","2026-08-28","","","",""
"","590","Checkout requires a postal code","","2026-08-28","passed","2026-08-28","","","",""
"","267","Login is rejected for invalid credentials","","2026-08-28","passed","2026-08-28","","","",""
"","5756","Items added to the cart appear on the checkout overview","","2026-08-28","passed","2026-08-28","","","",""
"","157","Login is rejected for invalid credentials","","2026-08-28","passed","2026-08-28","","","",""
