"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","361","Login is rejected for invalid credentials","","2026-08-10","passed","2026-08-10","","","",""
"","10174","problem_user cannot complete checkout because the last name field is broken","","2026-08-10","broken","2026-08-10","","","",""
"","10374","Complete a purchase of a single product","","2026-08-10","broken","2026-08-10","","","",""
"","9987","Complete a purchase of multiple products","","2026-08-10","broken","2026-08-10","","","",""
"","548","A locked-out user is rejected at login","","2026-08-10","passed","2026-08-10","","","",""
"","10758","Items added to the cart appear on the checkout overview","","2026-08-10","broken","2026-08-10","","","",""
"","14935","Complete a purchase of multiple products","","2026-08-10","broken","2026-08-10","","","",""
"","15736","Checkout requires a postal code","","2026-08-10","broken","2026-08-10","","","",""
"","549","Successful login with a pooled user","","2026-08-10","passed","2026-08-10","","","",""
"","10759","Adding and removing items updates the cart badge","","2026-08-10","broken","2026-08-10","","","",""
"","453","Login is rejected for invalid credentials","","2026-08-10","passed","2026-08-10","","","",""
"","313","Login is rejected for invalid credentials","","2026-08-10","passed","2026-08-10","","","",""
