"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30680","Complete a purchase of multiple products","","2026-08-15","broken","2026-08-15","","","",""
"","9867","Complete a purchase of multiple products","","2026-08-15","broken","2026-08-15","","","",""
"","36145","Checkout requires a postal code","","2026-08-15","broken","2026-08-15","","","",""
"","9936","Items added to the cart appear on the checkout overview","","2026-08-15","broken","2026-08-15","","","",""
"","918","A locked-out user is rejected at login","","2026-08-15","passed","2026-08-15","","","",""
"","288","Successful login with a pooled user","","2026-08-15","passed","2026-08-15","","","",""
"","30685","Complete a purchase of a single product","","2026-08-15","broken","2026-08-15","","","",""
"","30595","problem_user cannot complete checkout because the last name field is broken","","2026-08-15","broken","2026-08-15","","","",""
"","231","Login is rejected for invalid credentials","","2026-08-15","passed","2026-08-15","","","",""
"","10385","Adding and removing items updates the cart badge","","2026-08-15","broken","2026-08-15","","","",""
"","273","Login is rejected for invalid credentials","","2026-08-15","passed","2026-08-15","","","",""
"","214","Login is rejected for invalid credentials","","2026-08-15","passed","2026-08-15","","","",""
