"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5303","Successful login with a pooled user","","2026-08-10","passed","2026-08-10","","","",""
"","209","Login is rejected for invalid credentials","","2026-08-10","passed","2026-08-10","","","",""
"","351","Login is rejected for invalid credentials","","2026-08-10","passed","2026-08-10","","","",""
"","311","A locked-out user is rejected at login","","2026-08-10","passed","2026-08-10","","","",""
"","1223","Complete a purchase of multiple products","","2026-08-10","passed","2026-08-10","","","",""
"","1227","Adding and removing items updates the cart badge","","2026-08-10","passed","2026-08-10","","","",""
"","684","problem_user cannot complete checkout because the last name field is broken","","2026-08-10","passed","2026-08-10","","","",""
"","790","Complete a purchase of a single product","","2026-08-10","passed","2026-08-10","","","",""
"","305","Login is rejected for invalid credentials","","2026-08-10","passed","2026-08-10","","","",""
"","1096","Complete a purchase of multiple products","","2026-08-10","passed","2026-08-10","","","",""
"","812","Checkout requires a postal code","","2026-08-10","passed","2026-08-10","","","",""
"","5984","Items added to the cart appear on the checkout overview","","2026-08-10","passed","2026-08-10","","","",""
