"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1003","Login is rejected for invalid credentials","","2026-08-02","passed","2026-08-02","","","",""
"","5716","error_user cannot remove an item from the cart page","","2026-08-02","failed","2026-08-02","","","",""
"","36667","Logging out returns to the login page","","2026-08-02","broken","2026-08-02","","","",""
"","30770","Sorting products by name orders them alphabetically","","2026-08-02","broken","2026-08-02","","","",""
"","36027","Sorting products by name orders them alphabetically","","2026-08-02","broken","2026-08-02","","","",""
"","1561","A locked-out user is rejected at login","","2026-08-02","passed","2026-08-02","","","",""
"","10670","Items added to the cart appear on the checkout overview","","2026-08-02","failed","2026-08-02","","","",""
"","31020","Complete a purchase of multiple products","","2026-08-02","broken","2026-08-02","","","",""
"","31814","Checkout requires a postal code","","2026-08-02","broken","2026-08-02","","","",""
"","31604","Complete a purchase of a single product","","2026-08-02","broken","2026-08-02","","","",""
"","11313","Adding and removing items updates the cart badge","","2026-08-02","failed","2026-08-02","","","",""
"","1106","Login is rejected for invalid credentials","","2026-08-02","passed","2026-08-02","","","",""
"","30564","problem_user cannot complete checkout because the last name field is broken","","2026-08-02","broken","2026-08-02","","","",""
"","1146","Successful login with a pooled user","","2026-08-02","passed","2026-08-02","","","",""
"","816","Login is rejected for invalid credentials","","2026-08-02","passed","2026-08-02","","","",""
"","31213","Complete a purchase of multiple products","","2026-08-02","broken","2026-08-02","","","",""
