"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a saucedemo shopper
  I want to log in with my account
  So that I can browse and purchase products","1595","Login is rejected for invalid credentials","","2026-08-30","passed","2026-08-30","","Login","Login is rejected for invalid credentials",""
"  As a saucedemo shopper
  I want to buy the products in my cart
  So that I receive an order confirmation","11273","Complete a purchase of multiple products","","2026-08-30","broken","2026-08-30","","Checkout","Complete a purchase of multiple products",""
"  As a saucedemo shopper
  I want to buy the products in my cart
  So that I receive an order confirmation","11447","Checkout requires a postal code","","2026-08-30","broken","2026-08-30","","Checkout","Checkout requires a postal code",""
"  As a saucedemo shopper
  I want to log in with my account
  So that I can browse and purchase products","12549","Login is rejected for invalid credentials","","2026-08-30","passed","2026-08-30","","Login","Login is rejected for invalid credentials",""
"  As a saucedemo shopper
  I want to log in with my account
  So that I can browse and purchase products","1955","Successful login with a pooled user","","2026-08-30","passed","2026-08-30","","Login","Successful login with a pooled user",""
"  As a saucedemo shopper
  I want the cart to accurately reflect what I've added or removed
  So that I don't get billed for the wrong items","11724","Adding and removing items updates the cart badge","","2026-08-30","broken","2026-08-30","","Cart","Adding and removing items updates the cart badge",""
"  As a saucedemo shopper
  I want to buy the products in my cart
  So that I receive an order confirmation","16579","Complete a purchase of a single product","","2026-08-30","broken","2026-08-30","","Checkout","Complete a purchase of a single product",""
"  As a saucedemo shopper
  I want the cart to accurately reflect what I've added or removed
  So that I don't get billed for the wrong items","27055","Items added to the cart appear on the checkout overview","","2026-08-30","broken","2026-08-30","","Cart","Items added to the cart appear on the checkout overview",""
"  As a saucedemo shopper
  I want to buy the products in my cart
  So that I receive an order confirmation","22720","problem_user cannot complete checkout because the last name field is broken","","2026-08-30","broken","2026-08-30","","Checkout","problem_user cannot complete checkout because the last name field is broken",""
"  As a saucedemo shopper
  I want to log in with my account
  So that I can browse and purchase products","1576","Login is rejected for invalid credentials","","2026-08-30","passed","2026-08-30","","Login","Login is rejected for invalid credentials",""
"  As a saucedemo shopper
  I want to log in with my account
  So that I can browse and purchase products","1719","A locked-out user is rejected at login","","2026-08-30","passed","2026-08-30","","Login","A locked-out user is rejected at login",""
"  As a saucedemo shopper
  I want to buy the products in my cart
  So that I receive an order confirmation","11623","Complete a purchase of multiple products","","2026-08-30","broken","2026-08-30","","Checkout","Complete a purchase of multiple products",""
