"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","490","Login is rejected for invalid credentials","","2026-08-26","passed","2026-08-26","","","",""
"","487","Successful login with a pooled user","","2026-08-26","passed","2026-08-26","","","",""
"","1513","Complete a purchase of a single product","","2026-08-26","passed","2026-08-26","","","",""
"","989","A locked-out user is rejected at login","","2026-08-26","passed","2026-08-26","","","",""
"","10867","problem_user cannot complete checkout because the last name field is broken","","2026-08-26","broken","2026-08-26","","","",""
"","914","Login is rejected for invalid credentials","","2026-08-26","passed","2026-08-26","","","",""
"","1658","Complete a purchase of multiple products","","2026-08-26","passed","2026-08-26","","","",""
"","15727","Items added to the cart appear on the checkout overview","","2026-08-26","broken","2026-08-26","","","",""
"","11075","Checkout requires a postal code","","2026-08-26","broken","2026-08-26","","","",""
"","2688","Adding and removing items updates the cart badge","","2026-08-26","passed","2026-08-26","","","",""
"","1345","Complete a purchase of multiple products","","2026-08-26","passed","2026-08-26","","","",""
"","377","Login is rejected for invalid credentials","","2026-08-26","passed","2026-08-26","","","",""
