"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","290","A locked-out user is rejected at login","","2026-08-24","passed","2026-08-24","","","",""
"","5786","Complete a purchase of a single product","","2026-08-24","passed","2026-08-24","","","",""
"","251","Login is rejected for invalid credentials","","2026-08-24","passed","2026-08-24","","","",""
"","438","problem_user cannot complete checkout because the last name field is broken","","2026-08-24","passed","2026-08-24","","","",""
"","247","Login is rejected for invalid credentials","","2026-08-24","passed","2026-08-24","","","",""
"","198","Login is rejected for invalid credentials","","2026-08-24","passed","2026-08-24","","","",""
"","765","Checkout requires a postal code","","2026-08-24","passed","2026-08-24","","","",""
"","346","Successful login with a pooled user","","2026-08-24","passed","2026-08-24","","","",""
"","1014","Complete a purchase of multiple products","","2026-08-24","passed","2026-08-24","","","",""
"","719","Items added to the cart appear on the checkout overview","","2026-08-24","passed","2026-08-24","","","",""
"","1011","Complete a purchase of multiple products","","2026-08-24","passed","2026-08-24","","","",""
"","1113","Adding and removing items updates the cart badge","","2026-08-24","passed","2026-08-24","","","",""
