"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15452","Complete a purchase of a single product","","2026-09-11","broken","2026-09-11","","","",""
"","10371","problem_user cannot complete checkout because the last name field is broken","","2026-09-11","broken","2026-09-11","","","",""
"","10647","Adding and removing items updates the cart badge","","2026-09-11","broken","2026-09-11","","","",""
"","1614","Items added to the cart appear on the checkout overview","","2026-09-11","passed","2026-09-11","","","",""
"","1056","Login is rejected for invalid credentials","","2026-09-11","passed","2026-09-11","","","",""
"","1659","Complete a purchase of multiple products","","2026-09-11","passed","2026-09-11","","","",""
"","10689","Complete a purchase of multiple products","","2026-09-11","broken","2026-09-11","","","",""
"","326","Login is rejected for invalid credentials","","2026-09-11","passed","2026-09-11","","","",""
"","1042","A locked-out user is rejected at login","","2026-09-11","passed","2026-09-11","","","",""
"","6106","Successful login with a pooled user","","2026-09-11","passed","2026-09-11","","","",""
"","3183","Checkout requires a postal code","","2026-09-11","passed","2026-09-11","","","",""
"","553","Login is rejected for invalid credentials","","2026-09-11","passed","2026-09-11","","","",""
