"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","333","Login is rejected for invalid credentials","","2026-08-02","passed","2026-08-02","","","",""
"","10266","Items added to the cart appear on the checkout overview","","2026-08-02","broken","2026-08-02","","","",""
"","15908","Checkout requires a postal code","","2026-08-02","broken","2026-08-02","","","",""
"","336","Login is rejected for invalid credentials","","2026-08-02","passed","2026-08-02","","","",""
"","10562","Adding and removing items updates the cart badge","","2026-08-02","broken","2026-08-02","","","",""
"","10589","Complete a purchase of multiple products","","2026-08-02","broken","2026-08-02","","","",""
"","10972","error_user cannot remove an item from the cart page","","2026-08-02","broken","2026-08-02","","","",""
"","11857","Complete a purchase of a single product","","2026-08-02","broken","2026-08-02","","","",""
"","10363","problem_user cannot complete checkout because the last name field is broken","","2026-08-02","broken","2026-08-02","","","",""
"","1057","A locked-out user is rejected at login","","2026-08-02","passed","2026-08-02","","","",""
"","441","Login is rejected for invalid credentials","","2026-08-02","passed","2026-08-02","","","",""
"","10173","Complete a purchase of multiple products","","2026-08-02","broken","2026-08-02","","","",""
"","5810","Successful login with a pooled user","","2026-08-02","passed","2026-08-02","","","",""
