"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","734","Complete a purchase of multiple products","","2026-08-22","passed","2026-08-22","","","",""
"","751","Complete a purchase of multiple products","","2026-08-22","passed","2026-08-22","","","",""
"","1031","Adding and removing items updates the cart badge","","2026-08-22","passed","2026-08-22","","","",""
"","602","Items added to the cart appear on the checkout overview","","2026-08-22","passed","2026-08-22","","","",""
"","504","Complete a purchase of a single product","","2026-08-22","passed","2026-08-22","","","",""
"","5454","Checkout requires a postal code","","2026-08-22","passed","2026-08-22","","","",""
"","128","A locked-out user is rejected at login","","2026-08-22","passed","2026-08-22","","","",""
"","132","Successful login with a pooled user","","2026-08-22","passed","2026-08-22","","","",""
"","171","Login is rejected for invalid credentials","","2026-08-22","passed","2026-08-22","","","",""
"","91","Login is rejected for invalid credentials","","2026-08-22","passed","2026-08-22","","","",""
"","363","problem_user cannot complete checkout because the last name field is broken","","2026-08-22","passed","2026-08-22","","","",""
"","81","Login is rejected for invalid credentials","","2026-08-22","passed","2026-08-22","","","",""
